frame_index,timestamp_s,gaze_x_deg,gaze_y_deg,pupil_size,pupil_unit,fps_estimate_hz,quality_face_detected,quality_pupil_proxy_relative
132,4.429442125023343,-5.223731251180076,11.817017235372308,0.5401887459681578,relative,0.22576206478704813,1.0,1.0
133,4.46262674999889,-6.605794714239928,12.030671736757885,0.44924287764586035,relative,0.44816654227255226,1.0,1.0
134,4.493556207977235,-6.449652529192282,11.980833579404486,0.46240936552494544,relative,0.667622671476595,1.0,1.0
135,4.5273353749653324,-4.828595711972593,10.979016205448913,0.4581433257717462,relative,0.8835219105080391,1.0,1.0
136,4.56180729100015,-6.1060357814938735,12.713985570274502,0.45082226507206546,relative,1.0960568215725262,1.0,1.0
137,4.596060000010766,-5.288565182357026,11.323831103057648,0.47385108150777255,relative,1.3054659860806745,1.0,1.0
138,4.629321665968746,-6.048751327284824,12.461381529275734,0.44754412317944614,relative,1.5121005851588754,1.0,1.0
139,4.661950832931325,-3.3642019206230938,12.816695934081393,0.4719582154992142,relative,1.7160198137417482,1.0,1.0
140,4.694365832954645,-3.477669779522752,8.30574699602503,0.4577041427691657,relative,1.917191867923804,1.0,1.0
141,4.728171124937944,-2.04353604296991,7.169883251956531,0.46263532292667064,relative,2.1149826721069127,1.0,1.0
142,4.761727000004612,-1.1757332275094694,6.08919857981085,0.4584549944975869,relative,2.3100862355169345,1.0,1.0
143,4.796250957995653,-1.2940620379927417,6.48498638392206,0.45612600426754724,relative,2.5019541523354283,1.0,1.0
144,4.828581874957308,-0.3507081629180391,4.79800268538598,0.4427068427602052,relative,2.692301867639956,1.0,1.0
145,4.862628999981098,-0.2178719364200019,4.854016500479053,0.44932537557890634,relative,2.8791009966120016,1.0,1.0
146,4.896684541017748,0.4630811653525633,5.179984236232606,0.4344448293044978,relative,3.0632971910586533,1.0,1.0
147,4.929798541008495,-0.13197517110264712,5.1273618675186174,0.43600115854396104,relative,3.2455687320494158,1.0,1.0
148,4.963333374937065,0.17159168005944758,5.675686351252406,0.4388514010492828,relative,3.4251174998325715,1.0,1.0
149,4.996600833022967,-0.1807800409942022,5.250039108156275,0.43020016679922934,relative,3.6024490651797607,1.0,1.0
150,5.031079249922186,0.4397226920273636,5.527585439270509,0.43581152308190824,relative,3.776525682892764,1.0,1.0
151,5.065208832966164,-0.0369510523508334,5.248367422656377,0.4259448443031652,relative,3.948504525584997,1.0,1.0
152,5.096920582931489,0.17700263613181633,4.995083887857174,0.4371433885216417,relative,4.120134826178099,1.0,1.0
153,5.1308968749362975,0.321591993731693,5.945053231926378,0.44371553142675685,relative,4.287749400590543,1.0,1.0
154,5.163781665964052,0.9263401348881015,6.349209251621234,0.4471682338137707,relative,4.454100015808089,1.0,1.0
155,5.197539582964964,0.27697747919595517,5.334376400366362,0.434010837771011,relative,4.617569451257372,1.0,1.0
156,5.2303901659324765,0.8217223273584695,6.279937578825148,0.45205320213489986,relative,4.779758145546105,1.0,1.0
157,5.264345332980156,0.6521816133631066,6.0914967724847155,0.43871578906014186,relative,4.938885721860756,1.0,1.0
158,5.2979488329729065,-0.05263180700123549,5.274214593800962,0.44517430473374897,relative,5.096311959821088,1.0,1.0
159,5.331779000000097,-1.9350404454109995,5.566821858821438,0.45865113914194566,relative,5.251530492917935,1.0,1.0
160,5.365078249946237,-3.2983407371991906,6.016481866228636,0.47884477464910336,relative,5.405326567285502,1.0,1.0
161,5.398673458024859,-3.9964655087844516,5.395325631697103,0.4805915403055878,relative,5.556920646016568,1.0,1.0
162,5.43179641594179,-3.4514074593769712,5.8666042149212885,0.47608585469074705,relative,5.70713583981499,1.0,1.0
163,5.466286040958948,-3.443950775084277,4.939422186064391,0.4782923280625162,relative,5.854066135621811,1.0,1.0
164,5.498527499963529,-3.3073489100483724,5.4611152554707,0.49105976614966373,relative,6.001606793858698,1.0,1.0
165,5.5324360829545185,-2.610334684705185,5.573736901106198,0.48092886451078454,relative,6.145574840847106,1.0,1.0
166,5.56725966592785,-1.9581481827519953,5.317943983484676,0.4695165993959926,relative,6.286755441676859,1.0,1.0
167,5.601341582951136,-2.199746222593771,4.556825424621922,0.4901388508829016,relative,6.427031714968712,1.0,1.0
168,5.633146540960297,-2.1433843990095305,5.205798011367023,0.5042563094709049,relative,6.568265130502448,1.0,1.0
169,5.66634662495926,-1.359021359967183,2.9391713425822488,0.5014401688768519,relative,6.706261108809808,1.0,1.0
170,5.699905124958605,1.0708558852377403,3.961628474666563,0.5105258983026351,relative,6.842219150144755,1.0,1.0
171,5.733909624977969,2.0027198577135232,3.820073768065574,0.5467994332609274,relative,6.9760429822180345,1.0,1.0
172,5.766158957965672,2.4716119925342896,3.5127210108129905,0.5592395688169653,relative,7.110452607859599,1.0,1.0
173,5.800780790974386,2.1337499581905472,1.209228509831845,0.6095076428142627,relative,7.240404613349481,1.0,1.0
174,5.833852290990762,4.906891300062341,1.434501652455966,0.5564853335251939,relative,7.370772836742034,1.0,1.0
175,5.8675042079994455,3.3561246091121917,1.3133428571996821,0.5491525944317907,relative,7.498929432383316,1.0,1.0
176,5.901718540932052,0.7240677235873731,5.299454222961197,0.5276509188119303,relative,7.624897678175822,1.0,1.0
177,5.9344030829379335,0.19422906457819233,2.8077725285039734,0.5023605326877999,relative,7.751411448988879,1.0,1.0
178,5.968640915933065,2.3739014161046255,3.0435884809053135,0.4978795144923216,relative,7.874489462841574,1.0,1.0
179,6.001996999955736,3.21494006875092,0.5371095672414978,0.4899769012611224,relative,7.997338219321668,1.0,1.0
180,6.034344375017099,1.7627715990480564,1.7196703441509307,0.49209564078897305,relative,8.12018621324726,1.0,1.0
181,6.069900749949738,1.3564845506802978,3.4555212652494065,0.49313637273472233,relative,8.237366978432723,1.0,1.0
182,6.103069040924311,4.308452850717531,2.369179175968066,0.4941808253417057,relative,8.356451427637142,1.0,1.0
