t,size,unit
11.331828374997713,0.47585380513341313,relative
11.362908332957886,0.47403117856129806,relative
11.397219832986593,0.4595737668340816,relative
11.430880083004013,0.4512289793537157,relative
11.463832499925047,0.4411345669153661,relative
11.498540916014463,0.43190015098808143,relative
11.531034082989208,0.45263708833278393,relative
11.564853999996558,0.44405932926665825,relative
11.59840679098852,0.4453490727659164,relative
11.63209966593422,0.45133149705745,relative
11.664778165984899,0.47066685446543277,relative
11.698693207930773,0.4953232292455294,relative
11.731672541005537,0.5105839150052545,relative
11.76702395803295,0.454234141757528,relative
11.798699999926612,0.4296690976395758,relative
11.832712374976836,0.45252730656494256,relative
11.936172624933533,0.5223494866507682,relative
11.968487708014436,0.5506817053486102,relative
12.00489787501283,0.5633966283630234,relative
12.036603083019145,0.5487902123466389,relative
12.069932332960889,0.5544951161053798,relative
12.10056645795703,0.5017362487114875,relative
12.135619707987644,0.5632086047193703,relative
12.170578374993056,0.5700865046720334,relative
12.204693916020915,0.5105321055750061,relative
12.24510029098019,0.4968081120698894,relative
12.34060654102359,0.4934954343351685,relative
12.374203957966529,0.5040138468809539,relative
12.406228665960953,0.5091936722934505,relative
12.436271416023374,0.5265771619564603,relative
12.468804540927522,0.5060632293967606,relative
12.505494832992554,0.5250795496072438,relative
12.540699624922127,0.519134129240425,relative
12.576423333026469,0.5379493184542175,relative
